"customer_id","product_id","qty_ordered"
18158,3220,1.0000
17663,3221,6.0000
17638,3222,1.0000
17743,3223,1.0000
17716,3224,1.0000
17768,3225,1.0000
17728,3226,1.0000
17696,3227,3.0000
17598,3228,1.0000
17638,3229,1.0000
17638,3230,1.0000
18805,3231,1.0000
18271,3232,4.0000
17663,3233,1.0000
17734,3234,2.0000
17684,3235,1.0000
26126,3236,1.0000
17499,3237,2.0000
18440,3238,1.0000
17544,3239,6.0000
17758,3240,1.0000
17962,3241,1.0000
17544,3242,1.0000
17544,3243,1.0000
17684,3244,2.0000
17845,3245,1.0000
17544,3246,1.0000
17684,3247,1.0000
17758,3248,1.0000
19143,3249,3.0000
17684,3250,3.0000
17918,3251,2.0000
17978,3252,2.0000
17499,3253,1.0000
17684,3254,1.0000
17932,3255,4.0000
17514,3256,2.0000
22126,3257,3.0000
17845,3258,1.0000
17690,3261,1.0000
18823,3262,6.0000
17598,3263,32.0000
17598,3264,24.0000
18866,3265,1.0000
17716,3266,1.0000
77189,3267,1.0000
17869,3269,1.0000
17979,3270,2.0000
17663,3271,10.0000
17971,3272,1.0000
17544,3273,1.0000
17544,3274,1.0000
17499,3275,1.0000
17544,3276,1.0000
17690,3277,2.0000
18158,3279,1.0000
17734,3280,1.0000
61421,3283,1.0000
17499,3284,1.0000
17734,3285,2.0000
17544,3286,12.0000
17633,3287,4.0000
17663,3288,1.0000
17684,3289,1.0000
17696,3291,1.0000
28653,3292,1.0000
24603,3294,1.0000
17544,3295,3.0000
17860,3296,1.0000
17684,3297,2.0000
17684,3298,1.0000
18376,3299,2.0000
17962,3300,1.0000
17696,3301,6.0000
17860,3302,2.0000
17514,3303,5.0000
18319,3304,1.0000
17839,3305,1.0000
17684,3309,2.0000
17734,3310,4.0000
18494,3311,1.0000
17598,3312,1.0000
17916,3313,10.0000
20028,3314,4.0000
24338,3315,1.0000
17499,3317,1.0000
19954,3318,4.0000
17598,3319,2.0000
17598,3320,2.0000
17860,3321,1.0000
18186,3322,4.0000
17728,3323,8.0000
17845,3325,1.0000
19143,3326,1.0000
17684,3327,12.0000
18032,3328,2.0000
19960,3329,6.0000
17955,3330,6.0000
18941,3331,2.0000
18216,3332,1.0000
17860,3334,4.0000
22109,3335,3.0000
17499,3336,2.0000
26126,3337,1.0000
24212,3340,1.0000
17739,3342,1.0000
45881,3343,1.0000
17598,3344,4.0000
17544,3345,5.0000
18755,3346,1.0000
17734,3347,2.0000
18382,3348,1.0000
24603,3349,1.0000
17959,3350,8.0000
18216,3351,1.0000
18200,3352,1.0000
17598,3354,5.0000
17514,3356,2.0000
17514,3357,1.0000
17598,3358,2.0000
18904,3359,1.0000
17598,3360,2.0000
17598,3361,2.0000
18728,3362,2.0000
17633,3363,2.0000
17845,3364,1.0000
17499,3365,2.0000
17544,3367,2.0000
29146,3368,1.0000
29450,3369,1.0000
18816,3373,1.0000
17918,3374,2.0000
18469,3376,1.0000
17514,3377,1.0000
18469,3378,1.0000
17544,3379,6.0000
17918,3380,2.0000
17663,3381,1.0000
17499,3382,3.0000
17516,3383,2.0000
18061,3384,2.0000
18755,3385,2.0000
18217,3386,2.0000
17869,3388,4.0000
17932,3389,1.0000
17514,3390,9.0000
17514,3391,6.0000
18469,3392,1.0000
17845,3393,1.0000
17633,3394,1.0000
17598,3395,1.0000
17743,3396,3.0000
17845,3398,2.0000
17499,3399,1.0000
17743,3401,4.0000
19505,3402,2.0000
34013,3403,1.0000
20485,3404,2.0000
17499,3406,2.0000
17904,3407,1.0000
22572,3408,1.0000
17822,3409,1.0000
21789,3412,1.0000
18061,3414,5.0000
17839,3415,1.0000
17598,3416,1.0000
17971,3417,2.0000
17684,3418,2.0000
51675,3419,1.0000
17638,3420,2.0000
17544,3421,2.0000
19340,3422,24.0000
17978,3423,1.0000
17633,3424,6.0000
23020,3425,3.0000
18469,3426,2.0000
19730,3427,5.0000
17896,3428,5.0000
17598,3429,1.0000
17728,3430,2.0000
17860,3432,2.0000
17544,3433,12.0000
17822,3434,2.0000
18876,3435,2.0000
17684,3436,1.0000
18770,3437,1.0000
17638,3438,4.0000
19730,3439,1.0000
17734,3440,1.0000
17598,3442,7.0000
19915,3444,2.0000
18494,3446,1.0000
17696,3447,2.0000
17684,3451,1.0000
17716,3452,1.0000
17716,3453,1.0000
17514,3454,1.0000
17716,3455,1.0000
34013,3457,3.0000
17499,3460,2.0000
18728,3461,1.0000
20356,3462,1.0000
17633,3463,2.0000
17499,3464,1.0000
19473,3465,2.0000
17916,3466,1.0000
19490,3467,2.0000
18494,3468,2.0000
17734,3469,10.0000
18494,3470,12.0000
18850,3471,4.0000
17681,3472,2.0000
19392,3473,2.0000
23860,3474,1.0000
17633,3487,1.0000
17633,3488,2.0000
17516,3489,20.0000
17633,3490,2.0000
40746,3491,2.0000
18158,3492,2.0000
17598,3501,4.0000
17839,3502,9.0000
18319,3503,1.0000
26809,3504,2.0000
18106,3505,1.0000
17962,3506,1.0000
17638,3507,1.0000
17638,3508,4.0000
18015,3510,2.0000
17690,3512,1.0000
17684,3513,2.0000
17918,3515,1.0000
17971,3516,1.0000
17544,3517,1.0000
20925,3518,1.0000
18378,3521,1.0000
18378,3522,1.0000
19341,3523,1.0000
17598,3524,1.0000
17598,3525,2.0000
17598,3526,2.0000
17499,3528,1.0000
18941,3529,1.0000
17916,3530,2.0000
17598,3531,4.0000
17598,3532,1.0000
19143,3534,1.0000
17598,3535,3.0000
18106,3536,1.0000
17598,3537,2.0000
17514,3538,7.0000
17684,3540,3.0000
17663,3541,2.0000
22769,3542,1.0000
17971,3543,4.0000
83995,3544,4.0000
17598,3545,1.0000
17633,3546,2.0000
18200,3547,1.0000
17598,3548,2.0000
17598,3549,2.0000
17598,3550,2.0000
18217,3551,1.0000
18015,3552,3.0000
18217,3553,1.0000
18376,3554,3.0000
19341,3555,3.0000
17544,3556,4.0000
17758,3558,1.0000
17598,3559,2.0000
17598,3560,2.0000
18779,3561,3.0000
17598,3562,2.0000
17598,3563,2.0000
17633,3564,1.0000
17962,3565,1.0000
17514,3566,4.0000
18494,3567,1.0000
17696,3568,2.0000
18328,3570,1.0000
17598,3571,2.0000
17598,3572,3.0000
17598,3573,2.0000
17514,3574,5.0000
18217,3576,1.0000
19348,3578,2.0000
17499,3579,1.0000
17845,3583,1.0000
17514,3584,6.0000
17544,3585,1.0000
17598,3586,3.0000
17514,3587,2.0000
17696,3588,1.0000
17598,3589,2.0000
17734,3590,4.0000
19633,3591,1.0000
17839,3592,3.0000
17896,3593,2.0000
61421,3594,3.0000
18032,3595,1.0000
17638,3596,1.0000
72646,3597,1.0000
17633,3598,1.0000
17839,3599,2.0000
18217,3600,1.0000
17681,3601,6.0000
17758,3602,2.0000
17681,3604,6.0000
17514,3606,1.0000
17758,3607,2.0000
19633,3608,1.0000
17932,3609,1.0000
17499,3610,1.0000
17544,3611,2.0000
17633,3612,3.0000
17598,3613,2.0000
17633,3614,1.0000
17633,3616,3.0000
17598,3617,1.0000
22769,3618,1.0000
22769,3619,1.0000
17598,3620,2.0000
17822,3621,5.0000
18200,3623,1.0000
17916,3624,5.0000
26809,3625,1.0000
18941,3626,1.0000
18941,3627,1.0000
18941,3628,1.0000
17962,3631,1.0000
17633,3632,1.0000
17633,3633,1.0000
17971,3635,6.0000
19198,3636,4.0000
17904,3641,1.0000
17916,3643,4.0000
17598,3644,2.0000
17598,3646,1.0000
17681,3648,2.0000
17598,3649,3.0000
17598,3650,8.0000
17598,3651,4.0000
17598,3653,7.0000
17598,3654,5.0000
18805,3656,3.0000
17598,3657,4.0000
17845,3658,1.0000
17598,3659,2.0000
19095,3660,2.0000
17633,3661,1.0000
19286,3662,1.0000
17598,3663,2.0000
18765,3665,1.0000
17638,3668,1.0000
17514,3669,4.0000
21404,3672,1.0000
17499,3676,1.0000
17598,3678,3.0000
17499,3679,2.0000
17598,3680,4.0000
17499,3681,2.0000
17598,3682,2.0000
17598,3684,4.0000
17598,3685,4.0000
17598,3686,1.0000
19095,3688,4.0000
33928,3689,5.0000
17904,3690,1.0000
17598,3691,3.0000
17904,3692,1.0000
17499,3693,2.0000
17681,3694,2.0000
19406,3695,6.0000
17768,3698,4.0000
19633,3700,2.0000
17758,3702,1.0000
17904,3706,1.0000
17598,3707,6.0000
17516,3708,2.0000
18494,3709,1.0000
17971,3710,1.0000
18216,3711,3.0000
18638,3712,3.0000
18494,3715,2.0000
17638,3716,2.0000
22281,3717,1.0000
17598,3720,2.0000
17845,3721,1.0000
17684,3722,1.0000
18427,3723,12.0000
17743,3724,6.0000
17743,3725,4.0000
22516,3726,2.0000
22232,3727,1.0000
35581,3728,2.0000
17860,3730,2.0000
17962,3731,4.0000
18089,3732,3.0000
19915,3733,1.0000
17633,3734,1.0000
17962,3735,2.0000
17690,3736,4.0000
17959,3737,1.0000
18805,3738,1.0000
17684,3739,12.0000
17598,3740,3.0000
17684,3741,4.0000
17684,3742,6.0000
18805,3743,1.0000
18328,3744,1.0000
20042,3745,1.0000
19050,3746,1.0000
19068,3748,1.0000
18494,3749,2.0000
22281,3750,1.0000
20830,3751,1.0000
22492,3752,1.0000
22568,3753,1.0000
18375,3754,1.0000
35492,3755,1.0000
17860,3756,1.0000
17839,3760,1.0000
71132,3761,1.0000
18032,3762,1.0000
17839,3763,1.0000
17499,3764,1.0000
17514,3765,2.0000
17955,3766,2.0000
19717,3767,2.0000
19276,3768,1.0000
21134,3769,1.0000
17728,3770,2.0000
17845,3771,1.0000
17728,3772,2.0000
17728,3773,2.0000
17728,3774,2.0000
17979,3776,1.0000
18563,3777,1.0000
18805,3778,1.0000
19276,3779,1.0000
17979,3780,1.0000
19276,3781,1.0000
18563,3782,1.0000
19915,3783,1.0000
17499,3785,1.0000
29849,3786,1.0000
18216,3788,2.0000
17499,3789,1.0000
18216,3790,1.0000
34313,3791,1.0000
18216,3792,1.0000
18369,3793,3.0000
19269,3794,2.0000
17728,3795,2.0000
19269,3796,2.0000
20413,3797,10.0000
17860,3799,1.0000
17839,3800,4.0000
17822,3802,7.0000
17696,3803,2.0000
17638,3804,1.0000
17979,3807,1.0000
19095,3808,1.0000
17638,3809,1.0000
18186,3810,1.0000
17633,3811,1.0000
18469,3812,1.0000
18106,3813,1.0000
19356,3814,1.0000
17633,3815,1.0000
19245,3816,1.0000
17822,3817,5.0000
60322,3819,1.0000
60322,3820,1.0000
60322,3821,1.0000
61321,3822,1.0000
61321,3823,1.0000
28654,3827,2.0000
17499,3828,1.0000
17822,3829,3.0000
18856,3830,1.0000
17544,3831,3.0000
17684,3832,1.0000
17684,3833,4.0000
17544,3834,1.0000
17499,3839,1.0000
19963,3840,1.0000
17681,3841,2.0000
17845,3842,1.0000
17499,3843,2.0000
22930,3844,2.0000
17633,3845,1.0000
17716,3848,1.0000
17904,3850,1.0000
17663,3851,2.0000
21134,3853,2.0000
18106,3854,1.0000
18376,3855,1.0000
18376,3856,1.0000
17971,3857,1.0000
17598,3858,4.0000
17768,3860,6.0000
18303,3861,4.0000
19577,3862,1.0000
32305,3864,4.0000
17904,3865,2.0000
18805,3866,1.0000
60322,3867,2.0000
60322,3868,1.0000
17904,3869,1.0000
17598,3870,2.0000
17904,3871,1.0000
18440,3872,1.0000
17904,3873,1.0000
17516,3874,1.0000
17499,3876,1.0000
17638,3877,2.0000
17860,3879,1.0000
17516,3881,2.0000
17696,3886,1.0000
17696,3887,3.0000
17728,3888,1.0000
17728,3889,2.0000
17728,3890,2.0000
17728,3891,1.0000
17728,3892,2.0000
18259,3893,2.0000
17638,3894,1.0000
17728,3895,2.0000
17728,3896,1.0000
17696,3897,2.0000
18189,3898,1.0000
17690,3899,6.0000
74432,3901,1.0000
18375,3902,1.0000
17822,3903,4.0000
17638,3904,2.0000
17638,3905,2.0000
19019,3907,1.0000
19143,3908,6.0000
19490,3909,2.0000
17598,3910,2.0000
18328,3911,5.0000
17514,3914,1.0000
17544,3917,2.0000
19118,3919,1.0000
18755,3920,6.0000
17598,3921,2.0000
17734,3922,1.0000
71132,3925,1.0000
17633,3928,1.0000
17516,3929,3.0000
17822,3930,1.0000
18369,3931,2.0000
17499,3932,2.0000
17728,3933,2.0000
18061,3934,1.0000
46177,3935,2.0000
17728,3936,2.0000
18217,3937,1.0000
21097,3938,1.0000
17638,3939,1.0000
17638,3940,1.0000
17916,3941,1.0000
17758,3942,1.0000
17516,3943,1.0000
17598,3944,2.0000
17499,3945,3.0000
17845,3946,1.0000
18608,3953,2.0000
17845,3954,1.0000
17633,3955,1.0000
17690,3957,1.0000
17822,3958,6.0000
17638,3959,1.0000
18216,3963,1.0000
17716,3964,2.0000
17728,3965,1.0000
75571,3966,1.0000
17633,3967,1.0000
17633,3968,4.0000
17684,3969,2.0000
17684,3970,3.0000
17598,3972,2.0000
17633,3973,1.0000
18876,3976,2.0000
18258,3977,4.0000
17544,3980,2.0000
17734,3981,6.0000
17598,3983,2.0000
18674,3984,1.0000
17696,3985,1.0000
17598,3986,1.0000
17839,3987,3.0000
18941,3988,1.0000
17633,3989,1.0000
19143,3990,1.0000
19143,3991,6.0000
17663,3995,4.0000
18494,3998,12.0000
17734,3999,5.0000
17598,4000,4.0000
57981,4001,5.0000
22110,4002,5.0000
18375,4003,1.0000
18200,4004,1.0000
28759,4005,4.0000
24603,4007,1.0000
17598,4009,2.0000
18015,4010,4.0000
18216,4011,2.0000
18032,4012,4.0000
17638,4013,1.0000
18032,4014,4.0000
17598,4015,3.0000
17684,4016,1.0000
17544,4017,4.0000
18573,4018,3.0000
17684,4019,3.0000
18061,4020,1.0000
17758,4021,1.0000
17514,4022,1.0000
17499,4023,2.0000
17716,4024,3.0000
35810,4025,1.0000
17932,4026,6.0000
17860,4027,1.0000
18186,4028,1.0000
19594,4029,2.0000
17633,4030,4.0000
17734,4031,6.0000
18376,4035,3.0000
19245,4036,4.0000
17959,4038,3.0000
18217,4039,1.0000
17684,4040,2.0000
18106,4041,1.0000
17959,4042,2.0000
17904,4043,1.0000
20049,4044,1.0000
19633,4046,1.0000
17684,4047,2.0000
17971,4048,1.0000
23610,4049,3.0000
17971,4050,1.0000
18061,4051,1.0000
19406,4053,6.0000
17822,4055,5.0000
17690,4056,1.0000
18816,4057,3.0000
17690,4058,1.0000
18368,4059,2.0000
18414,4060,1.0000
18368,4061,3.0000
22769,4062,1.0000
48423,4064,1.0000
17822,4068,2.0000
19871,4069,2.0000
19118,4070,1.0000
18469,4071,2.0000
18494,4072,3.0000
17499,4073,2.0000
17633,4074,2.0000
20751,4076,4.0000
22769,4080,1.0000
17499,4081,1.0000
20049,4082,1.0000
17499,4083,1.0000
98584,4084,4.0000
19143,4085,1.0000
21843,4086,12.0000
19736,4091,1.0000
17728,4092,2.0000
17684,4093,2.0000
18755,4094,1.0000
17598,4095,1.0000
18777,4098,3.0000
20049,4099,1.0000
20049,4103,1.0000
24917,4105,1.0000
17822,4106,1.0000
17633,4109,1.0000
17633,4110,2.0000
19746,4111,1.0000
17514,4112,2.0000
17633,4113,4.0000
17638,4114,1.0000
18319,4116,1.0000
21637,4117,1.0000
35739,4120,1.0000
17822,4122,1.0000
17822,4123,1.0000
19394,4128,1.0000
18259,4129,1.0000
18061,4130,2.0000
60322,4131,1.0000
20000,4132,1.0000
17638,4133,1.0000
19233,4134,1.0000
19095,4135,1.0000
17514,4137,1.0000
17598,4138,1.0000
17499,4139,2.0000
17499,4140,2.0000
17499,4141,1.0000
17499,4142,3.0000
17716,4143,1.0000
17499,4144,1.0000
17499,4145,1.0000
17516,4146,1.0000
17499,4147,2.0000
17499,4148,1.0000
17499,4149,1.0000
17499,4150,1.0000
17514,4151,2.0000
17499,4152,1.0000
17499,4153,1.0000
17499,4154,1.0000
17499,4155,1.0000
17499,4156,1.0000
17499,4157,3.0000
17499,4158,1.0000
17845,4159,1.0000
22110,4160,4.0000
18319,4161,1.0000
17499,4162,1.0000
17499,4163,1.0000
18319,4164,1.0000
17734,4165,5.0000
17962,4167,3.0000
19198,4168,1.0000
25395,4169,1.0000
17696,4170,4.0000
17633,4171,1.0000
19307,4172,2.0000
19286,4173,1.0000
19405,4174,1.0000
17962,4175,1.0000
29282,4176,1.0000
25154,4177,1.0000
17598,4178,4.0000
19490,4179,1.0000
18765,4180,1.0000
19286,4181,1.0000
17544,4182,1.0000
17598,4183,2.0000
22092,4184,8.0000
23116,4185,1.0000
29223,4186,1.0000
19122,4187,2.0000
21243,4188,3.0000
17544,4189,1.0000
17681,4190,2.0000
29223,4191,2.0000
26083,4192,4.0000
25424,4193,1.0000
29198,4194,2.0000
17544,4195,1.0000
17499,4196,3.0000
17544,4197,1.0000
17734,4198,5.0000
19050,4199,2.0000
19050,4200,3.0000
17514,4201,2.0000
17839,4202,1.0000
17904,4203,1.0000
17514,4204,2.0000
29223,4205,2.0000
22859,4206,1.0000
24862,4207,1.0000
21682,4208,1.0000
23116,4209,1.0000
17598,4210,1.0000
17544,4211,1.0000
18061,4212,1.0000
17839,4213,1.0000
17860,4214,1.0000
17499,4218,1.0000
17690,4219,1.0000
19097,4220,1.0000
18494,4221,2.0000
17499,4222,1.0000
19198,4223,1.0000
18061,4224,1.0000
17839,4225,1.0000
17839,4226,1.0000
18319,4227,1.0000
17499,4228,1.0000
17598,4229,2.0000
19276,4230,1.0000
27035,4231,1.0000
17499,4232,2.0000
17845,4233,1.0000
17514,4234,1.0000
19499,4235,1.0000
17598,4238,2.0000
17499,4239,1.0000
19633,4241,1.0000
17598,4242,2.0000
17598,4243,9.0000
17598,4244,3.0000
17598,4245,2.0000
17904,4246,1.0000
18757,4247,1.0000
17845,4248,1.0000
17514,4250,1.0000
19730,4251,1.0000
17845,4252,1.0000
18816,4253,1.0000
19050,4254,1.0000
17684,4255,1.0000
17860,4256,1.0000
17959,4257,2.0000
17499,4258,1.0000
17690,4259,2.0000
17978,4260,1.0000
18755,4261,1.0000
19050,4262,1.0000
17822,4263,1.0000
17690,4264,1.0000
17684,4265,1.0000
17663,4267,1.0000
17499,4275,1.0000
17514,4276,1.0000
19019,4277,2.0000
17734,4278,3.0000
17638,4279,1.0000
17734,4280,3.0000
17684,4281,5.0000
17696,4282,3.0000
17544,4283,1.0000
17598,4284,2.0000
17598,4285,4.0000
17598,4286,2.0000
17598,4287,2.0000
17860,4290,2.0000
17633,4295,1.0000
18186,4297,1.0000
73019,4298,1.0000
18032,4305,4.0000
17955,4306,2.0000
17514,4309,3.0000
24854,4310,2.0000
17728,4311,2.0000
17728,4312,2.0000
17633,4313,1.0000
17728,4314,2.0000
17728,4315,2.0000
17728,4316,2.0000
17633,4318,1.0000
17696,4319,2.0000
17690,4320,1.0000
17916,4321,5.0000
88031,4323,1.0000
17598,4324,2.0000
19538,4325,4.0000
18217,4326,1.0000
17860,4327,1.0000
19134,4328,6.0000
24212,4329,1.0000
32432,4332,1.0000
18494,4333,5.0000
25746,4334,8.0000
19307,4336,2.0000
18876,4337,1.0000
19050,4340,1.0000
24965,4342,1.0000
17598,4350,2.0000
17845,4351,1.0000
17860,4352,2.0000
17739,4353,2.0000
17633,4354,4.0000
17860,4355,1.0000
17860,4356,2.0000
18328,4357,1.0000
18328,4358,3.0000
18687,4359,1.0000
19109,4360,1.0000
18328,4361,2.0000
17860,4362,1.0000
19633,4363,1.0000
18904,4364,2.0000
18375,4365,1.0000
17904,4366,1.0000
17684,4367,1.0000
17684,4368,1.0000
17598,4370,2.0000
25746,4374,4.0000
17728,4377,7.0000
17598,4380,2.0000
17690,4381,12.0000
18186,4382,8.0000
18328,4383,1.0000
35810,4384,1.0000
21637,4387,1.0000
18770,4388,1.0000
18106,4390,1.0000
18876,4391,4.0000
17918,4394,6.0000
17904,4399,1.0000
17978,4401,3.0000
17839,4402,6.0000
88304,4404,2.0000
31528,4405,1.0000
88304,4408,3.0000
88304,4410,2.0000
20485,4413,10.0000
19915,4415,2.0000
17633,4417,4.0000
20000,4421,1.0000
18440,4423,1.0000
18061,4426,1.0000
18061,4427,1.0000
17499,4428,1.0000
19603,4429,2.0000
17499,4430,1.0000
18687,4431,2.0000
17681,4432,2.0000
17681,4433,1.0000
17681,4435,1.0000
17860,4436,2.0000
17696,4437,1.0000
18259,4438,1.0000
18259,4439,1.0000
19340,4440,2.0000
18259,4441,1.0000
17728,4442,1.0000
18328,4443,1.0000
19118,4444,1.0000
17839,4445,2.0000
17822,4446,1.0000
18765,4447,2.0000
19775,4448,3.0000
17822,4449,1.0000
17684,4450,1.0000
17845,4451,3.0000
17598,4453,3.0000
17598,4454,2.0000
17860,4455,1.0000
17904,4457,1.0000
31040,4459,1.0000
17860,4460,1.0000
18259,4461,4.0000
19746,4463,2.0000
17978,4464,1.0000
18216,4465,1.0000
17690,4467,1.0000
17860,4468,1.0000
17716,4469,1.0000
17633,4470,1.0000
17696,4471,2.0000
52380,4472,3.0000
19340,4473,1.0000
21795,4475,10.0000
18857,4476,1.0000
18258,4477,1.0000
18258,4478,3.0000
17860,4480,1.0000
39082,4481,2.0000
24212,4483,3.0000
18216,4484,1.0000
17860,4488,1.0000
17860,4489,1.0000
19960,4490,1.0000
17860,4491,1.0000
30091,4494,1.0000
17860,4495,2.0000
28899,4497,2.0000
17860,4498,1.0000
17768,4506,1.0000
17860,4507,1.0000
57362,4509,3.0000
19341,4511,1.0000
19019,4513,1.0000
20768,4514,1.0000
19775,4516,2.0000
18494,4521,1.0000
17734,4522,3.0000
20042,4523,1.0000
18376,4524,3.0000
17955,4529,1.0000
17514,4530,1.0000
17633,4531,2.0000
17822,4532,1.0000
17681,4533,3.0000
17696,4534,1.0000
19348,4539,3.0000
19348,4542,3.0000
46656,4545,2.0000
17716,4546,5.0000
17839,4547,1.0000
17962,4549,1.0000
45597,4553,1.0000
17845,4554,1.0000
17728,4555,2.0000
17959,4556,4.0000
18823,4557,1.0000
30288,4559,6.0000
17633,4560,1.0000
17916,4562,1.0000
41122,4563,2.0000
17860,4564,1.0000
18216,4571,1.0000
17633,4572,3.0000
17696,4573,1.0000
17822,4574,5.0000
17822,4575,2.0000
18411,4576,2.0000
18876,4579,5.0000
19730,4580,1.0000
18687,4581,3.0000
18755,4582,1.0000
18494,4583,2.0000
18303,4587,2.0000
18303,4588,2.0000
18770,4589,1.0000
18586,4590,2.0000
18823,4591,6.0000
18823,4592,2.0000
18216,4593,1.0000
32416,4594,2.0000
17499,4595,3.0000
17690,4596,8.0000
28594,4597,1.0000
21795,4598,1.0000
32562,4599,1.0000
26126,4600,2.0000
34130,4601,3.0000
17633,4602,1.0000
17633,4603,1.0000
17598,4604,2.0000
17598,4605,2.0000
17971,4606,2.0000
18770,4608,1.0000
18770,4609,1.0000
18494,4610,1.0000
17962,4611,1.0000
17633,4612,1.0000
17768,4613,1.0000
17768,4614,2.0000
18755,4615,2.0000
23020,4616,2.0000
17904,4619,1.0000
17696,4620,2.0000
17638,4621,2.0000
19712,4622,1.0000
17598,4623,1.0000
17598,4624,1.0000
19079,4625,3.0000
18728,4626,1.0000
17598,4627,4.0000
17716,4628,1.0000
18061,4629,1.0000
20090,4630,1.0000
40321,4631,1.0000
18469,4632,1.0000
17499,4634,1.0000
17839,4636,3.0000
17839,4637,3.0000
18494,4638,2.0000
82434,4640,10.0000
17822,4641,1.0000
18319,4642,2.0000
19730,4644,2.0000
17633,4647,1.0000
17716,4648,4.0000
17734,4649,1.0000
17839,4651,1.0000
17598,4652,1.0000
29450,4653,1.0000
17839,4654,2.0000
21134,4655,2.0000
17499,4656,1.0000
19348,4657,1.0000
18805,4659,1.0000
17696,4660,1.0000
